cell,Drug_comb,drug1,drug2,score,true_label,smile1,smile2
VCAP,DEXAMETHASONE_PD325901_VCAP,DEXAMETHASONE,PD325901,-2.077301759,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
A2058,DEXAMETHASONE_SORAFENIB_A2058,DEXAMETHASONE,SORAFENIB,11.61901571,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
A2780,DEXAMETHASONE_SORAFENIB_A2780,DEXAMETHASONE,SORAFENIB,-0.570314801,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
A375,DEXAMETHASONE_SORAFENIB_A375,DEXAMETHASONE,SORAFENIB,15.86655273,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
CAOV3,DEXAMETHASONE_SORAFENIB_CAOV3,DEXAMETHASONE,SORAFENIB,24.47714374,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
HT144,DEXAMETHASONE_SORAFENIB_HT144,DEXAMETHASONE,SORAFENIB,-0.354756852,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
LNCAP,DEXAMETHASONE_SORAFENIB_LNCAP,DEXAMETHASONE,SORAFENIB,-3.477500911,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
MSTO,DEXAMETHASONE_SORAFENIB_MSTO,DEXAMETHASONE,SORAFENIB,-13.2551634,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
NCIH460,DEXAMETHASONE_SORAFENIB_NCIH460,DEXAMETHASONE,SORAFENIB,10.88632389,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
NCIH520,DEXAMETHASONE_SORAFENIB_NCIH520,DEXAMETHASONE,SORAFENIB,10.80175484,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
RPMI7951,DEXAMETHASONE_SORAFENIB_RPMI7951,DEXAMETHASONE,SORAFENIB,-0.696006645,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
SKMES1,DEXAMETHASONE_SORAFENIB_SKMES1,DEXAMETHASONE,SORAFENIB,11.10224155,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
SKOV3,DEXAMETHASONE_SORAFENIB_SKOV3,DEXAMETHASONE,SORAFENIB,10.19483598,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
VCAP,DEXAMETHASONE_SORAFENIB_VCAP,DEXAMETHASONE,SORAFENIB,-10.39016133,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
ZR751,DEXAMETHASONE_SORAFENIB_ZR751,DEXAMETHASONE,SORAFENIB,-17.40228488,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
A375,DEXAMETHASONE_SUNITINIB_A375,DEXAMETHASONE,SUNITINIB,20.16357105,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
CAOV3,DEXAMETHASONE_SUNITINIB_CAOV3,DEXAMETHASONE,SUNITINIB,14.28566063,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
KPL1,DEXAMETHASONE_SUNITINIB_KPL1,DEXAMETHASONE,SUNITINIB,22.5183179,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
LNCAP,DEXAMETHASONE_SUNITINIB_LNCAP,DEXAMETHASONE,SUNITINIB,-8.064556846,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
LOVO,DEXAMETHASONE_SUNITINIB_LOVO,DEXAMETHASONE,SUNITINIB,10.87418112,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
MSTO,DEXAMETHASONE_SUNITINIB_MSTO,DEXAMETHASONE,SUNITINIB,15.76334513,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
NCIH1650,DEXAMETHASONE_SUNITINIB_NCIH1650,DEXAMETHASONE,SUNITINIB,16.64263172,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
NCIH2122,DEXAMETHASONE_SUNITINIB_NCIH2122,DEXAMETHASONE,SUNITINIB,14.80396177,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
NCIH520,DEXAMETHASONE_SUNITINIB_NCIH520,DEXAMETHASONE,SUNITINIB,13.9395735,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
RPMI7951,DEXAMETHASONE_SUNITINIB_RPMI7951,DEXAMETHASONE,SUNITINIB,-6.838311808,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
SKMES1,DEXAMETHASONE_SUNITINIB_SKMES1,DEXAMETHASONE,SUNITINIB,33.92197951,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
SKOV3,DEXAMETHASONE_SUNITINIB_SKOV3,DEXAMETHASONE,SUNITINIB,27.84233779,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
SW837,DEXAMETHASONE_SUNITINIB_SW837,DEXAMETHASONE,SUNITINIB,-1.857958757,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
UACC62,DEXAMETHASONE_SUNITINIB_UACC62,DEXAMETHASONE,SUNITINIB,17.22275819,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
A2058,DEXAMETHASONE_TEMOZOLOMIDE_A2058,DEXAMETHASONE,TEMOZOLOMIDE,-31.45511286,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
A2780,DEXAMETHASONE_TEMOZOLOMIDE_A2780,DEXAMETHASONE,TEMOZOLOMIDE,-3.039626923,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
A375,DEXAMETHASONE_TEMOZOLOMIDE_A375,DEXAMETHASONE,TEMOZOLOMIDE,-1.594895611,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
A427,DEXAMETHASONE_TEMOZOLOMIDE_A427,DEXAMETHASONE,TEMOZOLOMIDE,-7.172314225,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
CAOV3,DEXAMETHASONE_TEMOZOLOMIDE_CAOV3,DEXAMETHASONE,TEMOZOLOMIDE,-54.6542334,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
ES2,DEXAMETHASONE_TEMOZOLOMIDE_ES2,DEXAMETHASONE,TEMOZOLOMIDE,-19.42313437,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
HT144,DEXAMETHASONE_TEMOZOLOMIDE_HT144,DEXAMETHASONE,TEMOZOLOMIDE,-32.55071014,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
HT29,DEXAMETHASONE_TEMOZOLOMIDE_HT29,DEXAMETHASONE,TEMOZOLOMIDE,-9.884685519,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
KPL1,DEXAMETHASONE_TEMOZOLOMIDE_KPL1,DEXAMETHASONE,TEMOZOLOMIDE,-6.504553313,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
LOVO,DEXAMETHASONE_TEMOZOLOMIDE_LOVO,DEXAMETHASONE,TEMOZOLOMIDE,-11.96595315,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
MDAMB436,DEXAMETHASONE_TEMOZOLOMIDE_MDAMB436,DEXAMETHASONE,TEMOZOLOMIDE,-2.337208031,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
MSTO,DEXAMETHASONE_TEMOZOLOMIDE_MSTO,DEXAMETHASONE,TEMOZOLOMIDE,-19.78372912,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
NCIH1650,DEXAMETHASONE_TEMOZOLOMIDE_NCIH1650,DEXAMETHASONE,TEMOZOLOMIDE,-24.82578864,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
NCIH2122,DEXAMETHASONE_TEMOZOLOMIDE_NCIH2122,DEXAMETHASONE,TEMOZOLOMIDE,-4.297961695,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
NCIH23,DEXAMETHASONE_TEMOZOLOMIDE_NCIH23,DEXAMETHASONE,TEMOZOLOMIDE,-0.810553212,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
NCIH520,DEXAMETHASONE_TEMOZOLOMIDE_NCIH520,DEXAMETHASONE,TEMOZOLOMIDE,-7.709811996,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
OV90,DEXAMETHASONE_TEMOZOLOMIDE_OV90,DEXAMETHASONE,TEMOZOLOMIDE,-9.60318881,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
RPMI7951,DEXAMETHASONE_TEMOZOLOMIDE_RPMI7951,DEXAMETHASONE,TEMOZOLOMIDE,-33.55568593,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
SKMEL30,DEXAMETHASONE_TEMOZOLOMIDE_SKMEL30,DEXAMETHASONE,TEMOZOLOMIDE,18.98880977,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
SKMES1,DEXAMETHASONE_TEMOZOLOMIDE_SKMES1,DEXAMETHASONE,TEMOZOLOMIDE,-3.533629844,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
SKOV3,DEXAMETHASONE_TEMOZOLOMIDE_SKOV3,DEXAMETHASONE,TEMOZOLOMIDE,-6.291192084,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
SW620,DEXAMETHASONE_TEMOZOLOMIDE_SW620,DEXAMETHASONE,TEMOZOLOMIDE,-1.471738873,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
SW837,DEXAMETHASONE_TEMOZOLOMIDE_SW837,DEXAMETHASONE,TEMOZOLOMIDE,-23.68500711,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
T47D,DEXAMETHASONE_TEMOZOLOMIDE_T47D,DEXAMETHASONE,TEMOZOLOMIDE,-66.16676967,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
UACC62,DEXAMETHASONE_TEMOZOLOMIDE_UACC62,DEXAMETHASONE,TEMOZOLOMIDE,11.39487225,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
VCAP,DEXAMETHASONE_TEMOZOLOMIDE_VCAP,DEXAMETHASONE,TEMOZOLOMIDE,-21.69886716,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
ZR751,DEXAMETHASONE_TEMOZOLOMIDE_ZR751,DEXAMETHASONE,TEMOZOLOMIDE,-61.95623519,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Cn1nnc2c(C(N)=O)ncn2c1=O
A2058,DEXAMETHASONE_ZOLINZA_A2058,DEXAMETHASONE,ZOLINZA,-12.44071418,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O=C(CCCCCCC(=O)Nc1ccccc1)NO
A375,DEXAMETHASONE_ZOLINZA_A375,DEXAMETHASONE,ZOLINZA,10.96468678,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O=C(CCCCCCC(=O)Nc1ccccc1)NO
A427,DEXAMETHASONE_ZOLINZA_A427,DEXAMETHASONE,ZOLINZA,-30.79409748,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O=C(CCCCCCC(=O)Nc1ccccc1)NO
CAOV3,DEXAMETHASONE_ZOLINZA_CAOV3,DEXAMETHASONE,ZOLINZA,21.11872937,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O=C(CCCCCCC(=O)Nc1ccccc1)NO
ES2,DEXAMETHASONE_ZOLINZA_ES2,DEXAMETHASONE,ZOLINZA,-3.740107406,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O=C(CCCCCCC(=O)Nc1ccccc1)NO
HT144,DEXAMETHASONE_ZOLINZA_HT144,DEXAMETHASONE,ZOLINZA,-7.229792766,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O=C(CCCCCCC(=O)Nc1ccccc1)NO
HT29,DEXAMETHASONE_ZOLINZA_HT29,DEXAMETHASONE,ZOLINZA,14.43658235,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O=C(CCCCCCC(=O)Nc1ccccc1)NO
LNCAP,DEXAMETHASONE_ZOLINZA_LNCAP,DEXAMETHASONE,ZOLINZA,25.30085949,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O=C(CCCCCCC(=O)Nc1ccccc1)NO
LOVO,DEXAMETHASONE_ZOLINZA_LOVO,DEXAMETHASONE,ZOLINZA,15.14782236,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O=C(CCCCCCC(=O)Nc1ccccc1)NO
MSTO,DEXAMETHASONE_ZOLINZA_MSTO,DEXAMETHASONE,ZOLINZA,-22.60756124,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O=C(CCCCCCC(=O)Nc1ccccc1)NO
NCIH1650,DEXAMETHASONE_ZOLINZA_NCIH1650,DEXAMETHASONE,ZOLINZA,14.9523124,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O=C(CCCCCCC(=O)Nc1ccccc1)NO
RKO,DEXAMETHASONE_ZOLINZA_RKO,DEXAMETHASONE,ZOLINZA,10.74608128,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O=C(CCCCCCC(=O)Nc1ccccc1)NO
RPMI7951,DEXAMETHASONE_ZOLINZA_RPMI7951,DEXAMETHASONE,ZOLINZA,-11.631194,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O=C(CCCCCCC(=O)Nc1ccccc1)NO
SKMEL30,DEXAMETHASONE_ZOLINZA_SKMEL30,DEXAMETHASONE,ZOLINZA,14.53281206,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O=C(CCCCCCC(=O)Nc1ccccc1)NO
T47D,DEXAMETHASONE_ZOLINZA_T47D,DEXAMETHASONE,ZOLINZA,-2.057246501,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O=C(CCCCCCC(=O)Nc1ccccc1)NO
UACC62,DEXAMETHASONE_ZOLINZA_UACC62,DEXAMETHASONE,ZOLINZA,12.22720811,1,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,O=C(CCCCCCC(=O)Nc1ccccc1)NO
A375,DINACICLIB_MK-8776_A375,DINACICLIB,MK-8776,30.12894009,1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
CAOV3,DINACICLIB_MK-8776_CAOV3,DINACICLIB,MK-8776,-23.0551863,0,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
ES2,DINACICLIB_MK-8776_ES2,DINACICLIB,MK-8776,-10.96302107,0,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
HT29,DINACICLIB_MK-8776_HT29,DINACICLIB,MK-8776,-1.788948796,0,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
LNCAP,DINACICLIB_MK-8776_LNCAP,DINACICLIB,MK-8776,45.43298162,1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
LOVO,DINACICLIB_MK-8776_LOVO,DINACICLIB,MK-8776,-7.508786888,0,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
MSTO,DINACICLIB_MK-8776_MSTO,DINACICLIB,MK-8776,-23.72719533,0,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
NCIH1650,DINACICLIB_MK-8776_NCIH1650,DINACICLIB,MK-8776,-14.64425297,0,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
NCIH2122,DINACICLIB_MK-8776_NCIH2122,DINACICLIB,MK-8776,-22.23403754,0,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
NCIH23,DINACICLIB_MK-8776_NCIH23,DINACICLIB,MK-8776,-160.1475902,0,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
OV90,DINACICLIB_MK-8776_OV90,DINACICLIB,MK-8776,-14.1414729,0,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
RKO,DINACICLIB_MK-8776_RKO,DINACICLIB,MK-8776,20.40627444,1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
RPMI7951,DINACICLIB_MK-8776_RPMI7951,DINACICLIB,MK-8776,-14.74784278,0,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
SKMES1,DINACICLIB_MK-8776_SKMES1,DINACICLIB,MK-8776,-28.10017929,0,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
SKOV3,DINACICLIB_MK-8776_SKOV3,DINACICLIB,MK-8776,-7.571238901,0,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
SW837,DINACICLIB_MK-8776_SW837,DINACICLIB,MK-8776,-19.11557712,0,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
T47D,DINACICLIB_MK-8776_T47D,DINACICLIB,MK-8776,-4.20805721,0,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
VCAP,DINACICLIB_MK-8776_VCAP,DINACICLIB,MK-8776,15.65889832,1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
ZR751,DINACICLIB_MK-8776_ZR751,DINACICLIB,MK-8776,-12.4741166,0,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
A2058,DOXORUBICIN_ABT-888_A2058,DOXORUBICIN,ABT-888,-7.85025899,0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
